Emotion,Text
Disgust,vi?c nh? nh? v?y mà hai con này hàng s? thi?u v?n hóa quá quá
Enjoyment,th?nh tho?ng l?i xem l?i phim này quá hay và ? ngh?a
Disgust,"lúc ??u t??ng con ma , nó ?i t?y trang xong hi?n nguyên hình ??u ph?i ma mà là con qu? cái"
Sadness,2 ?g th?ng mãi mãi song song không bao gi? c?t nhau hix hix
Other,mai ch?i trò h?ng n??c mà nóng quá ch?c ch?i v?y luôn
Sadness,per ch?i v?i con trai ri?t nên gi? ?éo có ng??i yêu n?i vì tính tình không khác gì con trai
Fear,?m ch?i m?t d?y vãi . t??ng khúc cu?i là gì dume làm gi?t mình ??????
Disgust,"các b?n tr? th?y cái gì c?ng có m?t : gi? trái ??t có , th? thách nh?t rác có , v?t rác b?a bãi có . toàn th?y các tr? ( trâu ) tham gia ."
Fear,ch?y ngay ?i ?????? s? quá .
Fear,"?? tao không l?y ch?ng n?a , ? nhà n?u c?m cho m? , tao s? l?m"
Enjoyment,"b?a tao coi cái video này nh?ng nó ghép nh?c b?a vãi ... m?i l?n m?i anh té là first blood , double kill ,... các ki?u =))))"
Enjoyment,chính xác ! ch? c?n ??ng nghi?p t?t thì m?i ngày ?i làm ??u vui ??????
Enjoyment,??n gi?n nha .. c?m này ngon h?n c?m ?i?n nhi?u . không tin thì c? th?
Disgust,làm công thì ch?p nh?n . ch? trách khách không ? t? ch? quy?n gì c?m nó ?em m?y cái này vào ... có trách thì trách b?n thân không có kh? n?ng làm vi?c khác ngoài làm nhân viên v? sinh
Surprise,per anh t?p gym cho to ?? nh? th? nào ? : )))
Other,nhìn cái ??ng lúa ph?i m?a ??t nh?p ma ghép c??i ???c .
Enjoyment,?ã sáng su?t h?n n?m ngoái nhi?u . ka ka
Anger,v?y n?u mình lên c?n ?iên và gi?t ng??i khác thì n?i ?au g?p b?i ph?i không ?
Anger,lòng ???ng là ?? giao thông ch? ?? nhà các bác ?? xe à ?
Sadness,mình không áo m?a r?i ??
Other,gi?ng không nhìn màn hình tao t??ng là ông bà già nào trên 60 tu?i ?ang nói á .
Sadness,nh?ng nói thì c? b?o hay than th? ??
Disgust,xiaolin không có gì vui . chúng ta không nên xiaolin ????
Sadness,còn tao m?i l?n c?t tóc là y nh? r?ng … nó t? vãi :(
Enjoyment,???c . ?? t?n 5 nghìn
Enjoyment,"replay ch?c l?n ?o?n cu?i , phê quá"
Enjoyment,?áng yêu quá ! tình yêu ông bà th?t ??p !
Fear,??ng tim luôn
Sadness,vì b?n ch? là con trai n?ng ho?c em gái m?a thô :(
Sadness,?au n?u còn ngh? v? nhau thì hãy quay v? bên nhau :))
Other,nh?p m? mi?ng da chính gi?a 2 l? r?i l?y mu?ng múc là xong
Other,t? cách c?a ng??i hành ngh?
Disgust,?éo bít s? là gì ??n lúc ch?t l?i ?? cho t?i s?
Enjoyment,ch? mong th??ng nhau ??n ??u b?c r?ng long . v?y là ?? ??
Other,khi g?p ???c ng??i ?em l?i c?m giác bình yên mà t? tr??c ??n gi? ch?a t?ng có .
Other,"bên ?ó c?u sao r?i , có hay c??i n?a không ?"
Disgust,"con gái ?n nói ki?u gì v?y tr?i , mình r?t ghét con gái nói t?c ch?i th?"
Disgust,"su?t ngày sân si , chia bè phái b?c ph?t nhau mà khi nghe chia l?p theo tn - xh l?i b?o bu?n"
Enjoyment,"thú vui m?i , thay vì ch?c chó thì gh?o ng?ng cho nó dí =))))"
Sadness,có l? v?y là t?t nh?t
Sadness,t?n cùng c?a n?i ?au ??????
Disgust,ch? dâu thì vãi r?i
Enjoyment,nh? m?t b?n nên mình m?i bi?t ????????
Other,con quan r?i l?i thành quan . ch? dân mãi là k? b?n hàn
Fear,kinh kh?ng
Enjoyment,c?ng quá mà
Anger,xiên ch?t c? nó ?i
Other,khi nào nha anh s? l?p h? per
Enjoyment,c?ng vãi ?y
Enjoyment,l?p chúng mình r?t r?t vui anh em ta chan hòa tình thân =)))
Fear,tinh trùng c?a ng??i ngoài hành tinh th?t ?áng s? ????????????
Sadness,t?i em v? th? :(
Surprise,? hoá ra là em à :(( lâu quá không g?p
Other,ko nên nhé các c? .... hãy cho h? 1 c? h?i ... hãy nhìn s? vi?c t? nhi?u khía c?nh khác nhau
Sadness,b?t ve cho nó ?iiii . trông kh? quá
Disgust,hic . nhi?u khi th?y b? ngu thi?c ch? kp ?ùa ??
Enjoyment,r?t chu?n hãy s?ng làm ng??i c?n luôn luôn co hi?u th?o v?i cha m? c?a mình nhé moi ng??i ?i
Other,sao không ghé quán r?i nh? ng??i nhà c?m nón qua cho :))) t? làm khó mình v?y
Enjoyment,con xe th?n thánh . ch?y h?n 50 n?m ch?a nát =)))
Other,có ng??i yêu thì v?n ?n bánh trung thu nhé . bánh trung thu là th? t?n t?i duy nh?t . có em hay không không quan tr?ng
Sadness,?ã t?ng . hix
Enjoyment,ch?c là n?m l?p 4 5 gì ?ó :)) tao mua bánh k?o ?em vô l?p bán l? l?i ... m?i l?n ?em bán nh? v?y ch?c c?ng ki?m ???c lãi 2 - 30k ??
Disgust,có cái con c?c .. chúng mày ch? di?n thôi ?úng không . dume ch? di?n thôi .. :'(
Enjoyment,nháy m?t c?ng ?áng yêu kkkk
Other,ngh? c?ng t?i mà thôi c?ng k?
Disgust,tr? trâu ch?p nó làm gì
Other,b?c s?n l?ng s?n ?ang cháy khô r?i m?a cái gì ch? ??
Enjoyment,per ch? ?i còn h?c ???c c? ti?ng anh n?a luôn này :v h?n quá
Anger,"c? nhân có câu : th??ng cho roi , cho v?t - ghét cho ng?t cho bùi . mu?n con tr? thành ng??i t?t , nh?ng gv nghiêm kh?c thì l?i ph?n ??i . th?t không th? hi?u n?i ."
Enjoyment,bi?t n?u c?m b?p c?i t? l?p 2_3 gì ?ó
Sadness,d? ?ây là ch? gái em nha không ph?i ch?ng ?âu ? ng??i trong hình là em huhu ?
Enjoyment,gi?i th?t ch? ?ùa . bi?u c?m g?n nh? 90 % chu?n m? r?i . th?ng quay và edit c?ng ghê luôn . nh?y c?ng t?t ra phét ch? -.- ác th?t
Fear,không c?n th?n phát là ng?m b? nh? ch?i
Disgust,có th?t bò n??ng là ngon r?i bày ??t ki?n ??t
Other,"không có s?c hút thì tao v?n c?t , mùa hè ?? tóc dài nóng th?y m?"
Disgust,b?n có ph?i óc chó không ? ch?c b?n không tr? l?i ???c ?âu nh? . óc chó mà =)))
Disgust,"móng tay dài nh? v?y thì làm gì ?? s?ng ph?c v? b?n thân c?ng khó kh?n u?ng phí h?t tu?i tr? m?t ??i ng??i ?? nuôi m?t b? móng , thay vào ?ó làm vi?c gì có ích cho b?n thân gia ?ình và xã h?i , ??i ng??i ng?n ng?i nên trân tr?ng th?i gian qu? báu c?a mình"
Surprise,ch? ?n 1 mi?ng th?t mà ph?i ??t ch?t thêm nhi?u sinh m?ng bé nh? n?a h?
Other,có ??a nào n?u c?m r?i n?u luôn cái b?p nh? tao không
Enjoyment,"??u th? ?? ???c "" ti?n m?ng , ti?n m?ng "" hahaha"
Disgust,hãm lol nh?ng th?t lòng ch? còn h?n c? t? ra tr??ng thành mà bên trong thì nh? ?? b? ?i
Other,per nghe có v? h?p lí nh? ?
Other,ngoài ra thì nó còn b? mang ti?ng là th? thính c? xã h?i n?a
Disgust,"t? nh? ??n l?n ch? nghe ???c câu mày béo th? , mày nên gi?m cân ?i ch? không ai nói r?ng mày g?y l?m ?n nhi?u lên ????"
Sadness,c? mà tao b? th?n kinh th?t
Anger,ki?n ch?t m? m?y con súc v?t ?ó ?i
Other,s?m v? h?i m?y th? :v
Disgust,c? b?o ngon l?m v?i ch? ngon v?a . không bi?t ngh? tr??c khi ?n à
Other,con này là con l?n hay con g?u hay con ong v?y ????
Other,t?i mình th? h?t r?i :)) nên c?u nói th? thì mình bình lu?n thôi :))
Enjoyment,th? c? 1 l?n tr??t là tao c??i to h?n ????
Disgust,m?t n? ch? không ph?i m?t l? nhé . ng?ng th? mà c?ng l?y ???c v? ????
Enjoyment,per nh? m?t b?n nên mình m?i bi?t ????????
Enjoyment,th? ba m? cho con và con nh?n th?y ?ó là s? ??c h?nh t?m lòng cao c? cam on ba m? r?t nhìu
Disgust,nhìn m?t th?y hãm bu?i r?i .
Enjoyment,hãy nên trân tr?ng nh?ng ng??i b?n nh? v?y .
Other,nh? b? phim th?ng gù nhà th? ??c bà không ?
Sadness,bây gi? nhìn vào c? ki?n t?ng mà nãn :((
Surprise,thi?t k? tinh t? quá
Sadness,t? c?ng mu?n có m?i tình nh? v?y ??
Enjoyment,m?t b? phim quá su?t s?c
Anger,su?t ngày b? ch?i ??
Surprise,mình không hi?u t?i sao nó không b? phóng ?i?n ch?t nh? ?
Sadness,vì tao hay b? chúng nó ch?c nên th?y bu?n
Enjoyment,m?t bình lu?n c?a ng??i trong cu?c . ??c xong th?y ?m lòng cho per !
Disgust,chó nhà tao m?i ?i l?c 3 hôm thôi mà quên m? h?t ch? r?i :v?y
Anger,"có hình ?nh rõ ràng ki?n chúng nó t?i qu?y r?i ?i . m?e cái l? kh?n ki?p , hay ho l?m cái trò d? b?n ??????"
Surprise,nhà nó giàu vãi
Other,per qu? l?a con chó ngoài b? rào
Surprise,wow ??nh quá
Other,??c gì tao th?t tình c?ng ???c gi?ng nh? mày
Surprise,"cái k?t th?t b?t ng? , không th? ?oán ???c v?y"
Enjoyment,per nhìn m?t c?ng gê
Other,là ??a quay video
Other,cái lò xô ngày x?a ma
Other,m?t chuy?n du l?ch vui v?
Enjoyment,???? hành ??ng nh? v thôi thì c?ng ?m lòng r?i ... nói thôi c?ng vuii r?i ... ????
Sadness,"chúng ta nh?ng tháng ngày sau ?ó v?n g?p nhau , v?n nói chuy?n nh?ng không ph?i nh?ng cô c?u c?a h?i c3 n?a . chúng ta ??u khác"
Enjoyment,bé gái ?áng yêuc quá :))). dth n?a
Disgust,cho kh?i ?á ? vi?t nam . gì mà c?ng
Disgust,hình th?c này .. là chúng nó ?ang hu? ho?i m?m m?ng t??ng lai c?a ??t n??c ??y
Sadness,trông t?i quá
Other,"hai con ma ??u ??u , con m? ?en ?n toàn c?t nên ?anh h?n ?"
Other,"nó m?ng ki?u nh?y v? lên d? ?? thôi , ch? dòng này g?p ai c?ng m?ng"
Anger,per ghét ghê bây
Sadness,"h?c chán phèo , ch? có gì ?áng nh?"
Anger,"tao c?nh cáo , page mà ??ng m?y video ki?u ngôn lù th? này tao unlike , tr? per tr? c? l?y , tr? anh thai cho tao"
Other,ch?c làm theo yêu c?u
Enjoyment,"coi 3 l?n mà v?n c??i , phim hay nhân v?t d? th??ng"
Sadness,per s? thích th? hi?n c?a các b?n mà bóng ?á per t?n m?t món ti?n không nh? ! ??????
Disgust,"m?t nhân tính ( ti?n không ph?i t?t c? , nh?ng làm t?t c? vì ti?n )"
Enjoyment,th?t là gu c?a tôi :))) yêu quá hiuhiu
Sadness,mu?n r?i :)))
Enjoyment,th? lun anh ?y r?t k? thu?t lun á
Enjoyment,per có sub r?i nè . má coi ?i coi l?i v?n m?c c??i . v?i ??a anh stk ?i
Enjoyment,bt mà tao v?n l?ng lách ? ?ây su?t
Enjoyment,ch? mong có ng??i ??n cu?i ??i v?n yêu mình nh? ngày ??u tiên ?
Enjoyment,anh thíck ki?u tra t?n h?ng ngày :)))
Other,tu?i th? v?i nó ??y
Surprise,v? ch?ng nhà này m?c qu?n áo ng? ?ôi à ??
Enjoyment,bu?n c??i nh?t cái ?o?n cã l? b?n ??ng thanh * chó nó l?y * ??
Anger,"?úng r?i còn quay quay , l? nga l? ng? xu?ng trách ng??i ta . có ph?i bãi xe t? phát ?âu mà ng??i ta dám làm láo ."
Disgust,d?m ba cái yêu ???ng v? v?n :))
Other,?a tao ?ang coi cái gì v ??
Other,tàn nhang là xác ??nh nhá ??????
Disgust,sao toàn g?p hãm không àh . g?n nh?t là th?ng âm binh nh?t
Other,phe áo vàng thích ?i?u này
Other,có khi gi? t?nh r?i ?éo dám xu?ng n?a
Enjoyment,l?i ??n gi? gi?i trí r?i m?nh ?iiii per =)))))
Other,v?a xung ?i?n tim xong ra ngoài bác s? l?c ??u =)) c? nhà tao ??a bác s? vô n?m k? tao
Disgust,thói ích k?
Disgust,th? h?c sinh m?t d?y =))
Anger,má t? d?ng b? ?ánh vào ??u :(
Enjoyment,mong ông bà nhi?u s?c kho? . ?áng yêu th?c s? ??????
Disgust,nhìn gai vãi
Disgust,??c thôi c?ng m?t
Sadness,có nh?ng ngày m?i th? nó b?ng ?p ??n
Disgust,per th? :))) c??i c? mà tao ngh? nó c?ng ?éo ?n tí nào ?âu
Sadness,ch? kh? các con thôi !! sao ng??i ta l?i có th? m?t nhân tính nh? v?y
Enjoyment,cute v?yyyyy
Other,th? r?i cha lái xe có gi? ti?n không các bác
Sadness,nàng ?y ch? yêu ta gì c?
Sadness,1 n?m không bi?t bao nhiêu l?n x - quang :(
Fear,thôi xong tao r?i :((
Enjoyment,ch? c?n nhìn h? thì ?ã th?y tim ??p m?nh r?i =)))
Disgust,phú th? t?m quá
Surprise,smart phone thành c?c g?ch là có th?t luôn h? ??
Enjoyment,"3 idiots , b? phim r?t ?áng xem"
Sadness,nói gì thì t?i bây c?ng không tin ?âu ..????
Other,per nhà mình c?ng có nè
Other,bây gi? l?i ch?i trò ?ánh t? s?n m?i b?n nh? ngày x?a ?i nh?
Sadness,anh ?ánh m?t th?t r?i
Anger,??u xanh tao gi?n m?t v?i mày h?
Disgust,nh?ng cái ?áng làm không làm nh?ng cái không ?áng làm thì làm cho t?i
Sadness,hình nh? sau boss b? ch?t ?
Other,xong tao ??a mày u?ng nha
Enjoyment,may mà không mua laptop này không thì ?n lìn lâu r?i :(
Sadness,n?u ch?u khó ??t vào hoàn c?nh c?a nhau mà s?ng thì m?i chuy?n ?ã ??n gi?n h?n r?i .
Anger,?éo ?ùa :))
Other,nhìn hình v? kh?u trang l?i t??ng 1 con m?t =))))))))
Enjoyment,có ??a nào ?éo gi?t mình nh? tao không :)))
Anger,"b?ng b?ng cái lol , ch?a ?óng vào m?t nhau là may r?i"
Sadness,"ôi m?t quá , m?t ngày bu?n t?"
Fear,b? ?i ???ng mà s? quá
Anger,bác s? m?t d?y
Fear,disss gi?t h?t c? mình .:))
Sadness,có l? vì v?y nên moi th? tr? nên th?t khó kh?n lúc này :(((
Enjoyment,bà ?ã ???c s?ng 1 ki?p ng??i h?nh phúc . m?y ai có ???c ?i?u ?ó . ng??ng m? tình yêu ông dành cho bà .
Enjoyment,sau khi có v? anh per ?ã có ?? gi? gái xinh và tinh t? h?n ??
Enjoyment,"per ?i coi v?i tao , phim này hay nh?t ??nh ph?i coi"
Enjoyment,??ng tr??c m?t nó t?t qu?n ra auto h?t gi?n
Enjoyment,haha ?ây là c?ng ch? này ??
Enjoyment,gi?ng y con b?n tao :))) m?c dù nó không ph?i gvien hay gì c? nh?ng nó khá tr? trâu
Enjoyment,nói chuy?n yêuu th? ?maaaa ??
Enjoyment,d? th??ng ghê . th?ng quay phim c?ng không ph?i d?ng v?a ^^
Other,yên tâm ?i ông tr?i không b?t công v?i ai ?âu
Sadness,ko bi?t crush bây gi? có ? nhà không n?a ????????
Enjoyment,là khi l?c gi?a 1 bi?n ng??i hôm khai gi?ng nh?ng v?n nhìn th?y ng??i ?ó rõ nh?t
Anger,?? ?iên . quét ?éo ???c thì l?y máy hút b?i hút m? h?t ?i . hét hét cái lol gì =)))
Enjoyment,"hay ta , hay ta"
Sadness,anh ?y không th??ng tao
Other,m?c cái váy thì ph?i c?p lông lách ch? :)))
Sadness,nhìn l? tr? yêu nhau mà lòng già xao xuy?n
Other,ai ?ã dùng nó bây gi? ph?i 50 tu?i r?i
Enjoyment,"1 ?o?n phim ???c trích ra tuy ng?n nh?ng , ch?a 1 thông ?i?p r?t có t?m quan tr?ng"
Enjoyment,quan tr?ng là ??nh ^.
Enjoyment,?em ng??i ?ó ra bi?n cho bi?n cu?n ?i lun .. hihii
Anger,"hàng lo?t các sai ph?m , vi ph?m di?n ra nh?ng b? giáo d?c ch?a ??a ra ???c bi?n pháp nào có hi?u qu? ch?m d?t các s? vi?c ti?p t?c x?y ra"
Anger,"trách nhi?m c?a con m? giáo viên ch? nhi?m là l?n nh?t luôn , ?u?i con m? nó vi?c ?i"
Enjoyment,?úng r?i con gái là v?y mà kkk
Sadness,tan tành r?i .
Sadness,ch?ng bi?t nói gì . xem video em c??i su?t mà lòng tôi không th?y vui t?o nào . th??ng em
Anger,x? t? hi?u tr??ng . nhà n??c ph?i làm th?ng tay b?n chó
Disgust,ng??i ta m?t 6 tháng ?? h?c lái xe nh?ng l?i m?t c? ??i ?? h?c v?n hoá ?? xe ??
Other,ngày x?a nghèo . có b?p d?u là mai r?i .
Sadness,ba ? o giâ ? tao ti ? tao la ? mày hoa ? ng??i loa ? n ng?? ? i dân . haizzz
Other,hãy tôn tr?ng quy?n ???c m?u c?u h?nh phúc c?a m?i cá nhân con ng??i trên th? gi?i này ?i . ??ng kì th? h? ! t?i l?i l?m ??
Enjoyment,"má .., ru?i bay qua táp ch?t t??i :)))"
Enjoyment,per cái gì mình không làm ???c ch? ?ánh cái l? ?éo ph?i ng??i thì mình làm t?t kkk
Other,per hèn gì th?y ngày nào anh c?ng ?i t?p ??????
Surprise,?c lông chân mày m?c nhanh d? =.=
Sadness,ngày x?a c?ng vui l?m mà gi? m?i ??a 1 n?i r?i
Enjoyment,per em c??i m?t quá =))))
Disgust,móng tay gì mà nhìn v?a b?n v?a ghê
Fear,"tu?i th? c?a tao s? nh?t là con này , không làm gì mà nó c?ng r??c , su?t ngày thì kêu um sùm"
Anger,l?n sau nhìn th?y h?t n??c ti?u vào ng??i nó ngay
Enjoyment,b?y b? ?i . th?t là ?áng yêu
Other,tu? ng??i tu? lo?i
Enjoyment,c? ? nh? kiê ? u =))) ng?? ? i yêu
Anger,"th?ng ác ôn , con nh? nh? tháo m?ng nh?n thôi mà c?ng không giúp , tao là móc g?y ra th?c .. à nh?m tháo m?ng nh?n ra li?n .."
Fear,"h?i nh? ?i h?c ph?i ngang qua nhà nuôi ng?ng nó dí ch?y th?y bà luôn , ngày nào c?ng ph?i c?m cái cây theo . th? luôn t?i gi? tao v?n còn s? con này khi?p luôn ??"
Sadness,?n c?m m?c có kh? n?ng b? ung th? gan cao . hít
Enjoyment,bác này nói hay
Other,m?i sáng ra
Fear,"tao có m?t n?i s? khác c?ng khá gi?ng con yêu tinh này ?ó là con yêu nghi?t ngan ??c :3 con này thành tinh hung ác vãi_ch??ng , ?i ra v??n ?éo làm gì nó , nó c?ng r??t mình . ??u ! ?ó là tao k? ngày bé thôi =) ch? l?n lên tao bi?t v? cây c?i theo ?? ?i ra v??n r?i =))"
Enjoyment,c??i vãi ???????? m?t con bé c?ng hài ghê
Disgust,"quán này ch?c không ?ông , ?ang ?n mà th?y có mà ói"
Sadness,?? nó v?y không th?y t?i sao
Enjoyment,boss d? th??ng h?t s?c
Other,n?u thì n?u ???c mà không bi?t có ?n ???c hay không thôi
Disgust,"dume tao t? gi? s? b? thích cái page này huhu , nghi?p mà"
Disgust,?i xe cao mà ? th?c th?p quá !
Enjoyment,mình ?ã v? ??n nhà an toàn hihi
Surprise,lông chân m?c nhanh th? :))
Fear,quá nguy hi?m .
Enjoyment,? tao c?ng h?c ông này h??ng d?n hay sao ?y :)))))
Sadness,và ng??i ?ó ?ang ? n?i ?âu v? v?i em ?i . ??i ng??i r?i ng??i s? ??n ch? ?
Disgust,b?o sao ?i ?âu ai c?ng ghét =))
Disgust,"?ã g?i là "" m?t "" mà nó l?i công khai cho mày xem àk"
Enjoyment,hahaa ng?t vãiii :))
Other,m? ch? còn gì n?a ??
Enjoyment,per tìm ???c ??i t??ng nào ?? c?u hôn ch?a :)))
Sadness,d? là 30 mà 30 s? già quá ch? chó nào nó r??c . n?m nay ?ã 26 r?i mà v?n ch? ai thèm yêu ??????
Sadness,nhìn em mà th??ng roi nói chuy?n m?t
Enjoyment,em v? tao ??y :))
Enjoyment,"con bé xinh nh? , kh?n n?n là cái th?ng edit video ? :)))"
Surprise,1 l?n ch?i l?n xem th? gi?i có tr?m tr? ??
Enjoyment,per phim này th?y trailer h?p d?n ghê ??
Enjoyment,ng?i nhìn nó ng? c?ng th?y dth vler ??ng nói c??i ??
Fear,cái này ghê vãi mày s? hi?u c?m giác khi nó lún xu?ng ????
Disgust,không th?y tên phim thì h?i . ? ??y mà h?i ng??i m? cái ?éo gì . ?ã m?t công ghi tên phim thì ghi cho ?àng hoàng vào . b?t l?ch s? v?y !
Enjoyment,hèn dì m?y nay ?i h?c th?y b?n c?a crush nhìn mình c??i
Surprise,wow v?a v? ??p l?i còn bi?t sáng t?o :))
Other,cái này ?i móc c?ng th?n l?m nè
Enjoyment,t? nay tôi qu?t ??nh nuôi d??ng con chim tôi t?i già . và tôi mong ???c unesco công nh?n k? quan th? 8 c?a th? gi?i
Other,mình ch? quan tâm cái qu?n b?n ch?ng m?c màu h??ng hình cô gái ????
Disgust,lo?i gái già m?t d?y chách sao không d?y ???c con cháu .
Disgust,ch?m chó ?âu làm ?n nh? céc lúc c?n thì ch? th?y ?âu
Enjoyment,thông minh h?i mu?n nh?ng v?n k?p thông minh !
Sadness,cay ??ng và m?n :(
Enjoyment,cóc nào tao không có thích th?m ??a nào ?? ??ng l?i ng?m cái ch? ng?i nh? ??????
Anger,nó sale còn 225k là ???c r?i :))) l?i quá còn gì . m? mày per bình lu?n chi ?? nó nh?n ra chi v ??
Disgust,"lo?i này nó v?y , y con chó nhà mình .. hjjjj"
Surprise,??nh v?y luôn h?
Sadness,ch?ng nh?ng h? xe mà còn b? ph?t n?ng n?a
Other,m? còn không tr? ???c thì ai tr? ??
Sadness,t? có th?y con ngáo ??y nh?ng không dám l?i s? huhu tt
Enjoyment,nh? ?ó mà tôi c?m th?y nh? nhõm và tr? nên m?nh m?
Enjoyment,tao ?n t??ng anh ??m h??ng ghê ??
Other,??a nào b?t cóc nh? này th?y kh? vãi
Sadness,??ng c?nh ng? :(
Enjoyment,ng?t h?n c? ng??i yêu haaaaa
Disgust,thôi m?y bác b? d?t m?i r?i . nghe ??n ?o?n au mobile là bi?t nó qu?ng cáo game trá hình r?i . nh? con c?c
Enjoyment,??c nhi?u chuy?n c? tích v?y th?y yêu cu?c s?ng h?n :))
Disgust,b? mày l?y chúng mày ??y
Surprise,m?y cái video c?a b?n này ?óng hay vãi
Enjoyment,"? nói chuy?n ngoài h? không khì th? v? gi?i tính , h? cho ???c k?t hôn . ch? h? không kì th? nh? ? vi?t nam mình hai ng??i kia h? th?t d?ng c?m khi s?ng th?t v?i gi?i tính c?a mình"
Other,bà ch? t?ch gi? mang thai và cái k?t
Disgust,ph?t 5 tri?u ... pháp lu?t vn hay d?
Sadness,ph?i chi có ng??i ?? gi?n mình nh? :(((
Sadness,"per c?n thêm nh?ng trái dâu xinh x?n ?? ng?n ch?n s? u ám này , huhu"
Enjoyment,lúc nh? bà hàng xóm c?a tao b? dí ch?y t?i m?c bã ph?i nh?y xu?ng sông bã l?i tr?n mà t?i nó c?ng nh?y theo v?i bã ??
Disgust,tao c?ng có gh? và tao c?ng d? ?ng m?y tr??ng h?p m?c m?t gi?ng v?y
Sadness,kh? thân em ? .
Enjoyment,không nh?ng h?nh phúc tao còn c?ng n?a :))
Anger,"ch? có b?n nông dân m?i ngh? ra m?y trò này , ph?i con cháu nhà tao thì tao ??n t?ng nhà 1 b?t t?ng th?ng ?n c?t"
Disgust,kinh d? vãi ????
Anger,ph?i là ng??i yêu tao thì s?ng ch?t tao c?ng v? h?t
Disgust,v?y nên ph?i l?ch s? và th? con m? nó l? v?i c? ??ng ng??i chúc m?ng mày thành trò c??i thiên h?
Enjoyment,?km l?i di?n r?i pr cho game aumobile ch? gì tu?i lol qua m?t tao =))
Other,"cà phê v?n luôn c? v?i sa t? , th? là ?? v? ??ng cay"
Sadness,chu?n luôn :3 ??c vô tình b?t g?p thôi c? mà gi? tao b? ?n b? r?i ??
Enjoyment,có ai luy?n m?i ???c nh? mình không d?
Disgust,còn th?ng súc sinh này
Disgust,"l?p 1 tao ?ã b? n?m s?p lên bàn , b? ?ánh 20 - 30 cây vì t?i vi?t ch? không có ti?n b? mà có dám hó hé gì ?âu . còn h?c sinh gi? s?p thành hi?u tr??ng h?t r?i"
Fear,h?t h?n chim én
Surprise,th?t ? ??????
Sadness,cô ?y không yêu tôi
Sadness,? công nh?n == không có ti?n mua
Disgust,"xã h?i gi? nguy hi?m quá . có khi cái con m? kia m?i là ng??i có ? ??nh b?t cóc tr? con ?y ch? , ho?c ch? m?t câu trêu ?ùa quái ác nh? th? c?ng ?? m?t"
Other,nó ?n chay mà
Enjoyment,trò c??i . :v
Enjoyment,?áng yêu v?y
Disgust,ng??i ta dùng con ki?n b?ng . lo?i có ch?t axit có v? chua . ch? ?éo ai dùng lo?i ki?n ?en c?t trâu này .
Anger,"g?p tao là ?éo nói nhìu , lùi xe ra r? ga tông th?ng vào :))))"
Other,ph?i chi quán ??u t? cái máy hút b?i thì ?? cho anh ?y quá =)))
Enjoyment,c?ng d? th??ng ??y ch?
Other,th?c ra ngoài mày nó còn quan tâm nhi?u ??a n?a
Surprise,anh quay phim gi?ng h?i cute nh? ??????
Enjoyment,c?m ?n b? !
Enjoyment,nhìn ?ã th?t
Enjoyment,ni?m vui c?a c?v vi?t nam ?ây mà
Enjoyment,tao thích v? . nh?ng v? x?u t? ?ó chuy?n h?n sang mê ch?p ?nh .
Sadness,t?m bi?t ông ??
Enjoyment,kho?nh kh?c nh?n ra ??ng nghi?p mình is the best :)) nguy?n ng?c thái hi?n
Enjoyment,tao c??i tao ?a =)))))) hâhhahhahahahaha
Other,nên là có s?p ch?t tao c?ng ?éo k? cho ai nghe :)))
Sadness,ti?n nhi?u ?? làm gì ? ?? r?i l?i chia ly
Other,"và n?u có 1 ng??i yêu mà ch?i v?i nhi?u th?ng con trai thì hãy c?n th?n , mày có th? b? c?m s?ng khi nào không hay"
Enjoyment,th??ng thôi . h?i nh? tao n?u ki?u này hoài . n?u lun cái b?p nhà chú
Sadness,x?u lên x?u xu?ng :(
Enjoyment,?? anh d?n em ?i ?n nha :))
Sadness,tao ?ã khóc khi xem phim nay
Other,cây nh? c? chân thì sao n?ng xu?t . c?i ?? ti?n công không mà chia
Other,per m?t th?i c?a ch?y em mình nè
Enjoyment,thi?t là d? th??ng quá ?i m?t . ??
Disgust,nh?y không lo nh?y còn quay quay
Enjoyment,giòi béo l?m :))
Surprise,"á ?ù , per ? , ch? em m?nh v?a làm th?"
